"","year","age","maritl","education","region","jobclass","health","health_ins","logwage","wage","race_cat","high_wage"
"2256",2003,44,2,2,2,2,2,1,4.51851393987789,91.6992261117042,0,1
"2257",2007,39,2,3,2,2,1,1,4.75587485567249,116.265324062503,0,1
"2258",2005,40,2,2,2,1,1,1,4.95424250943933,141.77517233318,0,2
"2260",2006,35,2,5,2,1,2,2,4.51188336097887,91.0932184689733,0,1
"2262",2003,45,2,5,2,1,2,1,5.07918124604763,160.642475408263,0,2
"2263",2008,31,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"2264",2003,41,1,5,2,1,1,1,4.53147891704226,92.8958447894966,0,1
"2265",2008,66,2,5,2,2,2,1,5.62321723414596,276.778413321176,0,2
"2266",2009,45,1,2,2,1,2,1,4.41497334797082,82.6796372966372,1,1
"2267",2007,47,1,3,2,1,2,2,4.60205999132796,99.6894636984864,0,1
"2268",2006,35,2,2,2,2,1,1,4.82607480270083,124.720446242886,0,1
"2269",2005,52,2,2,2,2,1,2,4.61278385671974,100.764272842107,0,1
"2270",2003,62,2,4,2,2,1,1,5.13462328966244,169.800342280671,0,2
"2271",2003,47,2,2,2,1,2,1,4.41497334797082,82.6796372966372,0,1
"2272",2004,40,2,3,2,1,2,1,4.91907809237607,136.876367635184,0,2
"2273",2006,41,2,5,2,2,2,1,5.62689955920852,277.79948020565,0,2
"2274",2009,48,2,2,2,2,2,1,4.77815125038364,118.884359339886,0,1
"2275",2005,55,2,4,2,2,2,1,4.77815125038364,118.884359339886,0,1
"2276",2009,64,2,2,2,2,2,1,4.74036268949424,114.475713290347,0,1
"2277",2004,29,2,4,2,1,2,1,4.11394335230684,61.1875264339915,0,1
"2278",2003,49,2,3,2,1,2,1,4.77815125038364,118.884359339886,0,1
"2279",2009,32,2,4,2,1,2,1,4.89209460269048,133.232350826567,0,2
"2281",2004,58,2,3,2,1,2,1,5,148.413159102577,0,2
"2282",2003,41,2,3,2,1,2,1,5,148.413159102577,0,2
"2283",2007,34,1,3,2,2,1,1,4.57403126772772,96.9340904570115,0,1
"2284",2004,43,2,4,2,2,2,1,5.04139268515823,154.68529299563,0,2
"2285",2003,23,1,1,2,2,1,2,4.47712125471966,87.9810327856054,1,1
"2286",2003,40,1,5,2,1,2,1,4.63346845557959,102.870246933215,0,1
"2287",2007,46,2,5,2,2,2,1,5.64100585131578,281.745970551857,0,2
"2288",2004,35,2,4,2,1,2,2,4.67209785793572,106.921814091211,0,1
"2289",2007,42,1,5,2,2,2,1,5.00000868580278,148.414448195605,0,2
"2290",2009,47,5,2,2,1,2,2,4.7160033436348,111.720849360989,0,1
"2291",2007,45,2,2,2,1,2,1,5,148.413159102577,0,2
"2292",2008,34,1,4,2,2,2,1,4.69019608002851,108.874525834712,0,1
"2293",2004,57,2,2,2,1,2,1,4.65321251377534,104.921506533664,0,1
"2294",2005,32,1,3,2,2,2,1,4.45636603312904,86.1737867271136,0,1
"2295",2009,55,4,2,2,2,1,1,4.63346845557959,102.870246933215,0,1
"2296",2008,22,1,4,2,2,2,2,4.33445375115093,76.2832778539642,0,1
"2297",2005,51,2,2,2,2,2,1,4.82607480270083,124.720446242886,0,1
"2298",2006,26,1,2,2,1,1,2,4.20411998265593,66.9616443217359,0,1
"2299",2004,27,1,4,2,2,2,2,4,54.5981500331442,0,1
"2300",2004,34,2,4,2,2,2,1,5.11394335230684,166.324941233877,0,2
"2301",2007,48,2,2,2,2,2,1,4.51854025995801,91.7016396744449,0,1
"2302",2008,23,2,2,2,1,2,2,4.36114208775333,78.3465619952665,0,1
"2303",2003,41,2,2,2,1,2,1,4.7160033436348,111.720849360989,0,1
"2304",2009,49,4,5,2,2,2,1,5.02118929906994,151.591484239814,0,2
"2305",2005,47,2,5,2,2,1,1,4.79239168949825,120.589436530402,0,1
"2306",2005,35,4,4,2,1,2,1,4.76342799356294,117.146816914805,1,1
"2307",2007,50,2,2,2,1,2,1,4.40654018043396,81.9853178344996,0,1
"2308",2006,55,2,2,2,1,1,1,4.92427928606188,137.590142766506,0,2
"2309",2009,69,2,2,2,1,1,1,3.69897000433602,40.4056652596845,0,1
"2310",2004,45,2,2,2,1,2,1,5.04139268515823,154.68529299563,0,2
"2311",2005,40,2,3,2,1,1,1,5.04139268515823,154.68529299563,0,2
"2312",2005,47,1,4,2,2,2,1,4.96511699828459,143.325318108778,0,2
"2313",2008,22,1,3,2,1,2,1,4.36172783601759,78.3924668009837,0,1
"2314",2003,42,4,2,2,1,2,2,4.44715803134222,85.3839403789827,0,1
"2315",2008,47,2,4,2,2,2,1,5.07188200730613,159.474176661105,0,2
"2316",2005,48,2,2,2,1,2,2,4.19312459835446,66.2294082943902,1,1
"2317",2009,28,1,2,2,1,2,2,4.7160033436348,111.720849360989,0,1
"2318",2005,49,1,3,2,1,1,1,4.50785587169583,90.7270793135127,0,1
"2319",2009,51,4,2,2,1,1,1,4.85733249643127,128.680488220624,0,1
"2320",2003,58,2,5,2,1,2,1,5,148.413159102577,0,2
"2321",2005,32,1,3,2,2,1,1,4.74036268949424,114.475713290347,1,1
"2322",2009,55,2,2,2,1,1,1,4.47712125471966,87.9810327856054,0,1
"2323",2007,49,2,2,2,2,1,1,4.54406804435028,94.0727147457005,0,1
"2324",2004,46,2,2,2,1,2,2,4.47712125471966,87.9810327856054,0,1
"2325",2003,44,2,5,2,2,1,1,5.20411998265593,182.020620963512,0,2
"2326",2003,25,2,3,2,1,2,1,4.47712125471966,87.9810327856054,0,1
"2327",2004,73,4,1,2,1,1,1,4.53147891704226,92.8958447894966,1,1
"2328",2004,18,1,2,2,1,2,1,4.27875360095283,72.1504556815713,0,1
"2329",2005,52,2,1,2,2,2,1,4.80617997398389,122.263673892802,1,1
"2331",2004,51,2,2,2,1,2,2,4.41497334797082,82.6796372966372,0,1
"2332",2009,44,2,4,2,2,2,1,5.17609125905568,176.989650489877,0,2
"2333",2008,44,2,3,2,2,2,1,4.95424250943933,141.77517233318,0,2
"2336",2006,62,2,2,2,2,1,1,4.6232492903979,101.82435207568,0,1
"2337",2004,40,2,5,2,2,2,1,4.88081359228079,131.737801155001,0,2
"2338",2003,24,1,3,2,1,1,2,4.19456983922864,66.3251949430473,0,1
"2339",2003,48,2,4,2,1,2,1,4.77815125038364,118.884359339886,0,1
"2340",2008,54,2,5,2,2,1,1,5.09691001300806,163.515863976238,0,2
"2341",2003,69,2,1,2,2,2,1,4.74036268949424,114.475713290347,1,1
"2342",2006,48,2,2,2,1,1,2,4.81291335664286,123.089699847943,0,1
"2343",2003,73,2,1,2,1,2,2,3.69372694892365,40.1943705168112,0,1
"2344",2009,30,2,3,2,2,2,2,4.2558029853537,70.5134157015506,1,1
"2346",2009,48,2,1,2,2,2,2,4.61392634785569,100.879460918798,0,1
"2347",2004,63,2,4,2,2,2,1,4.43136376415899,84.0459576539924,0,1
"2348",2003,29,2,3,2,2,2,2,4.44715803134222,85.3839403789827,0,1
"2349",2004,40,2,3,2,1,2,1,4.95424250943933,141.77517233318,0,2
"2350",2007,52,2,3,2,2,1,1,4.51188336097887,91.0932184689733,0,1
"2351",2008,54,5,2,2,1,1,1,4.74036268949424,114.475713290347,0,1
"2352",2009,33,2,4,2,1,2,1,5.59061783348625,267.901086855275,0,2
"2353",2004,42,2,4,2,2,1,1,5.07918124604763,160.642475408263,0,2
"2354",2007,31,2,2,2,1,2,1,4.54406804435028,94.0727147457005,1,1
"2355",2006,46,2,3,2,2,2,1,4.9393245252363,139.675870162748,0,2
"2356",2008,44,2,4,2,1,2,1,4.82930377283103,125.12381572196,0,1
"2357",2009,45,5,2,2,1,2,2,4.73239375982297,113.567089569751,0,1
"2358",2003,40,2,2,2,1,2,2,5.20411998265593,182.020620963512,0,2
"2359",2005,31,1,2,2,1,2,1,4.63346845557959,102.870246933215,0,1
"2360",2006,19,1,2,2,1,2,2,4.34242268082221,76.8936025176112,0,1
"2361",2003,43,2,2,2,1,1,1,4.69897000433602,109.833985642199,0,1
"2362",2007,56,2,4,2,2,2,1,4.95904139232109,142.457169885112,0,2
"2363",2006,55,2,3,2,1,2,1,4.6232492903979,101.82435207568,0,1
"2364",2006,59,2,5,2,2,1,1,4.77815125038364,118.884359339886,0,1
"2365",2009,49,4,1,2,2,1,1,4.63346845557959,102.870246933215,0,1
"2366",2009,42,2,4,2,1,2,1,4.85733249643127,128.680488220624,0,1
"2367",2008,27,1,2,2,1,2,2,4.11394335230684,61.1875264339915,0,1
"2368",2003,34,1,2,2,1,1,2,4.39797475084092,81.2860772898212,0,1
"2369",2008,47,2,4,2,2,2,1,5.62321723414596,276.778413321176,0,2
"2370",2003,35,2,5,2,2,2,1,5.59198011410292,268.266292012557,0,2
"2371",2004,33,2,3,2,2,2,1,4.65321251377534,104.921506533664,1,1
"2372",2003,35,2,2,2,1,2,1,4.9731278535997,144.47808766541,0,2
"2373",2004,40,2,3,2,2,1,1,4.77815125038364,118.884359339886,0,1
"2374",2004,53,2,4,2,2,2,2,4.54406804435028,94.0727147457005,0,1
"2375",2007,47,2,4,2,2,2,1,4.30102999566398,73.7757432746946,1,1
"2376",2006,45,1,5,2,2,2,1,5.27875360095283,196.125272594255,0,2
"2377",2009,34,2,4,2,1,2,1,5.13033376849501,169.073540049428,0,2
"2378",2006,25,2,1,2,1,2,1,4.24303804868629,69.6190369046763,0,1
"2379",2006,56,2,4,2,2,2,2,4.82607480270083,124.720446242886,0,1
"2380",2005,54,2,3,2,2,2,1,4.74942709912175,115.51808515372,0,1
"2381",2003,41,2,1,2,1,2,1,4.49136169383427,89.2428846644714,0,1
"2382",2008,46,2,5,2,2,2,1,5.62321723414596,276.778413321176,0,2
"2383",2004,44,2,5,2,1,2,1,5.13987908640124,170.6951277113,0,2
"2384",2004,44,4,4,2,2,1,1,4.60205999132796,99.6894636984864,0,1
"2385",2005,46,2,5,2,2,2,1,5,148.413159102577,0,2
"2386",2009,38,2,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"2387",2008,36,2,2,2,1,2,2,4.85733249643127,128.680488220624,0,1
"2389",2008,33,2,2,2,1,1,2,4.85733249643127,128.680488220624,0,1
"2390",2006,56,2,2,2,1,1,1,4.94448267215017,140.398200161944,1,2
"2391",2005,52,2,2,2,2,2,1,4.7160033436348,111.720849360989,0,1
"2392",2008,33,1,5,2,2,2,1,4.83250891270624,125.525498433836,0,1
"2394",2008,39,4,4,2,1,2,1,4.77815125038364,118.884359339886,0,1
"2395",2005,22,1,2,2,1,1,2,4.27875360095283,72.1504556815713,0,1
"2396",2009,53,2,4,2,1,2,2,4.65321251377534,104.921506533664,0,1
"2397",2006,36,2,4,2,1,2,1,5.62689955920852,277.79948020565,0,2
"2398",2005,37,2,1,2,1,2,2,4.30102999566398,73.7757432746946,0,1
"2399",2008,40,2,2,2,2,2,1,4.8750612633917,130.982177377461,0,2
"2400",2005,51,2,2,2,1,1,1,4.35945602012099,78.214575693165,1,1
"2401",2008,40,2,2,2,2,2,1,4.50514997831991,90.4819133566401,0,1
"2402",2006,56,2,5,2,2,2,1,4.76342799356294,117.146816914805,0,1
"2403",2009,50,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"2404",2009,49,2,2,2,1,2,1,5.11394335230684,166.324941233877,0,2
"2405",2007,32,2,1,2,2,2,2,4.39794000867204,81.2832532842527,0,1
"2406",2004,21,1,2,2,2,2,1,4.43136376415899,84.0459576539924,0,1
"2407",2004,48,2,4,2,2,1,1,4.74036268949424,114.475713290347,0,1
"2408",2007,48,2,3,2,1,2,1,4.30102999566398,73.7757432746946,0,1
"2409",2004,32,2,3,2,1,2,1,4.74585519517373,115.106201691293,0,1
"2410",2003,30,1,3,2,1,2,1,3.97081161087252,53.0275511164817,0,1
"2411",2006,30,2,3,2,1,2,2,4.77815125038364,118.884359339886,0,1
"2412",2003,33,2,1,2,2,2,2,4.38021124171161,79.8549003093467,0,1
"2414",2004,46,4,3,2,2,2,1,4.50514997831991,90.4819133566401,1,1
"2415",2003,49,2,3,2,1,2,1,4.65321251377534,104.921506533664,0,1
"2416",2008,24,1,2,2,1,2,2,4.47712125471966,87.9810327856054,0,1
"2417",2009,48,1,3,2,2,2,1,4.9912260756925,147.116689159978,0,2
"2418",2006,37,4,4,2,1,1,2,4.69897000433602,109.833985642199,0,1
"2419",2007,53,2,3,2,1,1,1,4.77815125038364,118.884359339886,0,1
"2420",2004,56,2,5,2,2,2,1,4.95424250943933,141.77517233318,1,2
"2421",2008,34,2,3,2,2,2,2,4.69019608002851,108.874525834712,1,1
"2422",2004,56,2,3,2,1,1,1,4.65321251377534,104.921506533664,0,1
"2423",2006,48,2,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"2424",2006,47,2,2,2,1,2,2,3.30102999566398,27.1405792079024,1,1
"2425",2003,52,2,3,2,2,2,1,4.25527250510331,70.4760196469445,0,1
"2426",2009,40,2,3,2,1,2,1,5.11727129565576,166.879383279962,0,2
"2427",2008,25,2,2,2,2,2,1,4.84509804001426,127.115743812184,0,1
"2428",2009,35,2,4,2,1,2,1,4.76342799356294,117.146816914805,0,1
"2429",2006,40,1,3,2,2,1,1,4.64345267648619,103.90247060316,1,1
"2430",2009,22,1,2,2,1,2,2,3.54406804435028,34.6074177301288,0,1
"2431",2003,50,4,3,2,2,1,1,4.60530504614111,100.013486924706,0,1
"2432",2008,48,5,1,2,1,2,2,4.17236937676384,64.8689691939769,0,1
"2434",2003,45,2,3,2,2,2,1,4.84509804001426,127.115743812184,0,1
"2435",2004,30,2,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"2436",2003,46,2,4,2,1,2,1,4.76342799356294,117.146816914805,0,1
"2437",2008,34,2,2,2,1,2,1,4.90308998699194,134.705375118879,0,2
"2438",2007,32,2,1,2,1,2,2,4.17609125905568,65.1108537153447,0,1
"2439",2004,53,2,4,2,1,1,1,4.96378782734556,143.134940811134,0,2
"2440",2008,32,1,3,2,1,2,2,4.34242268082221,76.8936025176112,0,1
"2441",2004,39,2,4,2,1,2,2,4.60205999132796,99.6894636984864,1,1
"2442",2007,51,2,4,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"2443",2004,40,2,2,2,2,1,1,4.32221929473392,75.3556793180091,0,1
"2444",2009,66,2,4,2,2,1,1,4.84509804001426,127.115743812184,0,1
"2445",2006,40,2,4,2,1,2,1,5.11394335230684,166.324941233877,0,2
"2446",2009,52,2,5,2,2,2,2,4.89209460269048,133.232350826567,0,2
"2447",2007,36,2,3,2,2,2,1,4.83250891270624,125.525498433836,0,1
"2448",2007,32,1,2,2,1,1,1,4.49415459401844,89.4924795180001,0,1
"2449",2008,45,2,2,2,2,2,2,4.43136376415899,84.0459576539924,0,1
"2450",2006,37,2,2,2,2,2,1,5.13033376849501,169.073540049428,0,2
"2452",2008,49,2,2,2,1,2,1,4.97099736557249,144.170606488233,0,2
"2453",2003,53,2,1,2,2,2,2,4.30102999566398,73.7757432746946,0,1
"2454",2007,66,4,2,2,2,1,1,4.25527250510331,70.4760196469445,1,1
"2455",2006,33,2,1,2,2,1,2,4.30102999566398,73.7757432746946,0,1
"2456",2004,58,4,2,2,1,1,2,4.54406804435028,94.0727147457005,0,1
"2457",2008,41,2,5,2,1,2,2,4.42114306707167,83.1913242935054,0,1
"2459",2009,26,1,2,2,1,2,2,4.46239799789896,86.6951548289402,0,1
"2461",2007,62,2,4,2,2,2,2,4.8750612633917,130.982177377461,0,2
"2462",2005,63,2,2,2,2,2,1,4.91488766741439,136.303997562054,0,2
"2464",2004,45,2,2,2,2,1,1,4.66464197555613,106.127582150788,0,1
"2465",2003,23,2,2,2,1,2,2,4.47712125471966,87.9810327856054,0,1
"2466",2008,31,2,4,2,1,2,2,4.75587485567249,116.265324062503,0,1
"2467",2003,44,2,5,2,2,2,1,4.96378782734556,143.134940811134,0,2
"2468",2003,43,1,1,2,1,1,1,4,54.5981500331442,0,1
"2469",2004,48,2,2,2,1,2,2,3.8750612633917,48.185650217039,0,1
"2470",2008,48,2,4,2,2,2,1,4.81291335664286,123.089699847943,0,1
"2471",2006,55,2,5,2,2,2,2,4.76715586608218,117.584340323354,0,1
"2473",2008,48,2,4,2,2,2,1,4.97772360528885,145.143601176911,0,2
"2474",2009,63,2,2,2,1,2,1,4.77815125038364,118.884359339886,0,1
"2475",2004,57,2,2,2,2,2,1,4.57978359661681,97.4932940453934,1,1
"2477",2009,31,1,4,2,2,2,1,4.84509804001426,127.115743812184,0,1
"2478",2003,38,2,4,2,2,2,1,5.59198011410292,268.266292012557,0,2
"2479",2005,43,5,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"2480",2003,19,1,2,2,1,2,2,3.94939000664491,51.9036962665682,0,1
"2481",2005,44,2,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"2484",2006,29,2,3,2,2,1,1,4.55630250076729,95.2307125669819,0,1
"2486",2007,37,2,5,2,2,2,1,4.75587485567249,116.265324062503,0,1
"2487",2006,30,1,2,2,1,2,2,4.39794000867204,81.2832532842527,0,1
"2488",2009,35,2,3,2,1,2,1,4.87993268171161,131.62180303309,0,2
"2489",2004,40,2,2,2,1,2,1,4.76342799356294,117.146816914805,0,1
"2491",2004,65,2,2,2,1,1,1,4.83250891270624,125.525498433836,0,1
"2492",2007,54,2,3,2,1,2,1,4.6232492903979,101.82435207568,1,1
"2493",2009,56,2,3,2,1,2,1,4.94448267215017,140.398200161944,0,2
"2494",2008,48,2,4,2,2,2,1,4.68124123737559,107.903923866876,0,1
"2495",2009,37,4,3,2,1,1,2,4.06069784035361,58.0147820121857,0,1
"2496",2005,30,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"2497",2005,46,2,5,2,1,2,2,4.44715803134222,85.3839403789827,0,1
"2498",2009,37,2,2,2,1,1,1,4.88081359228079,131.737801155001,0,2
"2499",2005,58,4,2,2,2,2,2,4.39794000867204,81.2832532842527,1,1
"2500",2007,52,2,3,2,1,1,1,4.46239799789896,86.6951548289402,0,1
"2501",2006,45,2,3,2,2,1,1,5.06069784035361,157.700527725737,0,2
"2502",2008,33,2,2,2,1,2,2,4.17614916112655,65.11462387776,0,1
"2503",2004,51,2,3,2,1,2,2,4.50514997831991,90.4819133566401,0,1
"2504",2008,50,2,1,2,1,2,2,3.84509804001426,46.7632687977187,0,1
"2505",2006,42,2,2,2,1,1,1,4.44715803134222,85.3839403789827,0,1
"2506",2004,46,1,3,2,1,1,1,4.93951925261862,139.703071527658,0,2
"2507",2005,43,2,5,2,2,2,1,5,148.413159102577,0,2
"2508",2003,47,2,3,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"2509",2005,47,2,5,2,2,2,2,4.77815125038364,118.884359339886,0,1
"2510",2004,44,2,4,2,2,1,2,4.26481782300954,71.1519565433031,0,1
"2512",2008,39,2,2,2,1,1,2,4.17609125905568,65.1108537153447,0,1
"2513",2003,29,2,4,2,2,2,1,4.83250891270624,125.525498433836,0,1
"2514",2005,40,2,3,2,2,2,1,4.81291335664286,123.089699847943,0,1
"2515",2007,20,1,3,2,1,1,1,4.26007138798508,70.8150386167557,0,1
"2516",2004,32,2,5,2,2,2,1,4.72427586960079,112.6488963421,0,1
"2517",2003,36,2,3,2,1,2,1,4.46239799789896,86.6951548289402,0,1
"2518",2009,31,1,3,2,1,2,1,4.41497334797082,82.6796372966372,1,1
"2521",2004,54,2,4,2,1,2,1,5.17609125905568,176.989650489877,0,2
"2522",2004,42,2,2,2,1,2,2,4.77815125038364,118.884359339886,0,1
"2523",2003,19,1,2,2,2,1,1,4.23044892137827,68.7480877337669,0,1
"2524",2009,59,2,3,2,2,1,2,5.59061783348625,267.901086855275,0,2
"2525",2003,64,1,3,2,2,1,1,4.60205999132796,99.6894636984864,0,1
"2526",2003,31,2,3,2,1,2,1,4.52891670027766,92.6581301668597,0,1
"2527",2004,37,1,3,2,2,2,1,4.69897000433602,109.833985642199,0,1
"2528",2004,30,2,2,2,1,2,1,4.47712125471966,87.9810327856054,0,1
"2529",2005,24,1,4,2,1,2,1,4.77815125038364,118.884359339886,0,1
"2530",2006,26,2,2,2,1,1,2,4.31806333496276,75.0431540173515,0,1
"2531",2004,44,2,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"2532",2008,39,2,5,2,2,2,1,5.62321723414596,276.778413321176,0,2
"2533",2005,48,2,5,2,2,2,1,5.62618633492728,277.601417511009,0,2
"2534",2004,53,1,2,2,1,1,1,4.38916608436453,80.5731997057359,1,1
"2536",2009,44,2,5,2,1,2,1,5.11394335230684,166.324941233877,0,2
"2537",2003,25,1,4,2,2,2,1,4.44715803134222,85.3839403789827,0,1
"2538",2004,46,2,2,2,1,1,1,3.77815125038364,43.7351116779821,0,1
"2539",2003,52,2,3,2,2,2,2,4.6232492903979,101.82435207568,0,1
"2540",2008,33,2,3,2,2,1,1,4.47712125471966,87.9810327856054,0,1
"2541",2007,30,2,3,2,2,2,2,4.79934054945358,121.430313822622,1,1
"2542",2007,38,1,3,2,1,2,1,4.69897000433602,109.833985642199,0,1
"2543",2005,29,1,2,2,2,2,1,4.38021124171161,79.8549003093467,0,1
"2545",2003,50,2,4,2,2,2,1,4.74741180788642,115.285516994187,0,1
"2546",2008,23,1,3,2,1,1,2,4.59108687796735,98.6015397849967,0,1
"2547",2006,46,4,3,2,2,2,1,4.9731278535997,144.47808766541,0,2
"2548",2005,61,2,4,2,1,1,1,4.91381385238372,136.15771083723,0,2
"2549",2007,70,2,1,2,2,2,2,4.61278385671974,100.764272842107,0,1
"2550",2009,59,2,2,2,1,1,1,4.34242268082221,76.8936025176112,0,1
"2551",2003,57,2,2,2,1,1,1,4.50514997831991,90.4819133566401,1,1
"2552",2003,25,1,2,2,1,1,2,4.46239799789896,86.6951548289402,0,1
"2553",2005,48,2,3,2,1,2,1,4.81954393554187,123.908567597957,0,1
"2555",2009,44,5,4,2,2,2,1,4.88081359228079,131.737801155001,0,2
"2556",2004,40,2,2,2,1,2,1,4.20411998265593,66.9616443217359,0,1
"2557",2008,43,2,4,2,2,1,1,5.27875360095283,196.125272594255,0,2
"2558",2005,51,2,3,2,1,1,1,5.11394335230684,166.324941233877,0,2
"2560",2003,42,2,2,2,1,2,1,4.79239168949825,120.589436530402,0,1
"2561",2008,28,2,2,2,1,2,2,4.6232492903979,101.82435207568,0,1
"2562",2003,54,2,5,2,2,2,2,5,148.413159102577,0,2
"2563",2005,34,2,5,2,2,2,1,5.06923136334717,159.052027129346,0,2
"2564",2004,50,2,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"2565",2005,36,2,5,2,2,2,1,4.94200805302231,140.051197616953,0,2
"2566",2005,36,2,4,2,1,2,1,4.88546864938853,132.352477709878,0,2
"2567",2005,71,3,3,2,1,1,1,4.77815125038364,118.884359339886,0,1
"2569",2005,43,2,5,2,2,1,1,4.90308998699194,134.705375118879,0,2
"2570",2007,20,1,3,2,1,1,2,4.27875360095283,72.1504556815713,0,1
"2571",2007,23,1,1,2,1,2,1,4.47712125471966,87.9810327856054,0,1
"2572",2007,42,4,2,2,1,1,2,3.90308998699194,49.5553381215226,0,1
"2573",2005,41,2,5,2,2,2,1,5.00432137378264,149.055895589404,0,2
"2574",2009,27,2,5,2,2,2,1,4.80617997398389,122.263673892802,0,1
"2575",2008,29,2,3,2,1,1,2,4.6232492903979,101.82435207568,0,1
"2576",2008,41,4,3,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"2577",2003,41,2,2,2,1,1,1,4.65321251377534,104.921506533664,1,1
"2578",2003,22,1,3,2,2,1,2,4.39794000867204,81.2832532842527,0,1
"2579",2003,39,2,2,2,1,1,1,4.30102999566398,73.7757432746946,0,1
"2580",2008,50,2,4,2,1,2,2,4.41497334797082,82.6796372966372,0,1
"2581",2006,49,1,4,2,1,1,1,5,148.413159102577,0,2
"2582",2003,42,2,3,2,2,2,1,4.77815125038364,118.884359339886,0,1
"2583",2008,38,2,2,2,2,2,1,4.86332286012046,129.453644576625,1,2
"2584",2004,55,2,4,2,2,1,2,4.90308998699194,134.705375118879,0,2
"2585",2005,47,1,2,2,1,1,2,4.38021124171161,79.8549003093467,0,1
"2587",2009,56,4,4,2,1,2,2,3.69897000433602,40.4056652596845,0,1
"2588",2007,30,2,3,2,2,2,2,4.88081359228079,131.737801155001,0,2
"2589",2005,56,2,2,2,1,1,2,4.90308998699194,134.705375118879,0,2
"2590",2003,46,2,2,2,1,1,1,4.74036268949424,114.475713290347,0,1
"2591",2009,43,2,1,2,2,2,2,4.83884909073726,126.323880709786,0,1
"2592",2003,35,2,3,2,1,1,1,4.75966784468963,116.707154559148,0,1
"2593",2009,58,2,2,2,1,1,1,4.69897000433602,109.833985642199,0,1
"2594",2009,69,2,2,2,1,1,1,4.39724458101039,81.226746312023,0,1
"2595",2006,68,4,2,2,2,1,1,4.47712125471966,87.9810327856054,0,1
"2596",2004,52,2,3,2,2,2,1,4.84509804001426,127.115743812184,0,1
"2597",2005,46,1,4,2,2,1,1,4.65321251377534,104.921506533664,1,1
"2598",2007,39,1,4,2,2,2,1,4.68124123737559,107.903923866876,0,1
"2599",2009,66,2,4,2,1,1,2,4.69897000433602,109.833985642199,0,1
"2600",2005,30,2,5,2,1,2,1,4.76342799356294,117.146816914805,0,1
"2601",2006,30,4,3,2,1,2,1,4.68124123737559,107.903923866876,0,1
"2602",2005,43,2,2,2,1,2,2,4.27875360095283,72.1504556815713,0,1
"2603",2008,49,2,5,2,1,2,1,5.07918124604763,160.642475408263,0,2
"2604",2005,54,2,5,2,2,2,1,5,148.413159102577,0,2
"2605",2008,48,4,5,2,2,2,1,4.96378782734556,143.134940811134,0,2
"2606",2008,37,5,3,2,2,2,2,4.57978359661681,97.4932940453934,1,1
"2607",2007,46,2,4,2,2,1,1,4.95424250943933,141.77517233318,0,2
"2608",2007,53,2,2,2,1,2,2,5,148.413159102577,0,2
"2609",2009,31,1,4,2,1,2,1,4.69897000433602,109.833985642199,0,1
"2610",2006,18,1,3,2,2,2,2,4.07918124604763,59.0970640815891,0,1
"2611",2003,49,2,4,2,2,2,1,5.02734960777476,152.52821689856,0,2
"2612",2006,39,2,2,2,1,2,2,4.39794000867204,81.2832532842527,0,1
"2613",2003,40,2,2,2,2,1,2,3.77815125038364,43.7351116779821,0,1
"2614",2008,37,2,2,2,2,2,1,4.56820172406699,96.3706528322308,0,1
"2615",2006,24,2,2,2,1,2,1,4.6232492903979,101.82435207568,0,1
"2616",2007,35,2,4,2,1,2,1,4.8750612633917,130.982177377461,0,2
"2617",2007,27,1,2,2,1,2,2,4.41497334797082,82.6796372966372,0,1
"2619",2008,46,2,4,2,1,2,2,4.49136169383427,89.2428846644714,0,1
"2620",2005,40,2,3,2,2,1,2,4.44404479591808,85.1185334226767,0,1
"2621",2007,39,2,5,2,2,2,1,5.11394335230684,166.324941233877,0,2
"2622",2008,42,1,1,2,1,1,1,4.61278385671974,100.764272842107,0,1
"2623",2003,37,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"2624",2008,58,2,3,2,2,2,1,4.81291335664286,123.089699847943,0,1
"2626",2003,27,2,2,2,2,1,1,4.44715803134222,85.3839403789827,0,1
"2627",2003,31,2,3,2,2,2,1,4.32221929473392,75.3556793180091,0,1
"2628",2008,44,2,2,2,1,2,2,4.17609125905568,65.1108537153447,0,1
"2629",2003,38,4,2,2,1,2,1,4.52891670027766,92.6581301668597,0,1
"2630",2004,34,2,4,2,2,2,2,4.92427928606188,137.590142766506,0,2
"2631",2005,41,2,2,2,2,2,1,4.90417436828416,134.85152633512,0,2
"2632",2007,20,1,1,2,1,2,2,4.28330122870355,72.4793162971252,0,1
"2633",2008,28,1,4,2,2,2,1,5.18477374027202,178.533050380204,0,2
"2634",2009,55,2,4,2,2,2,1,4.5910646070265,98.5993438603892,0,1
